5550,200,02631102,5550200,Duchess Landing,Duchess Landing,00,D7,G2300,N,15379397.000,0.000,+35.3984677,-095.4165801,环的数目:0
Area:0.001526
Coord:-95.400868 35.391611
-95.400868,35.391611
-95.401222,35.391614
-95.401816,35.391602
-95.402790,35.391604
-95.403144,35.391600
-95.403519,35.391610
-95.404435,35.391656
-95.405181,35.391674
-95.405851,35.391703
-95.406745,35.391721
-95.406970,35.391721
-95.406056,35.390844
-95.405636,35.390243
-95.405580,35.390013
-95.405524,35.389943
-95.405441,35.389782
-95.405329,35.389551
-95.404713,35.388053
-95.404769,35.387756
-95.404713,35.387618
-95.404685,35.386932
-95.404014,35.386794
-95.403987,35.386611
-95.404350,35.386039
-95.404490,35.385856
-95.404546,35.385741
-95.403735,35.385443
-95.403512,35.385192
-95.403484,35.384780
-95.403540,35.384619
-95.403848,35.384459
-95.403625,35.383177
-95.403709,35.382811
-95.403932,35.382285
-95.404100,35.382102
-95.404100,35.382010
-95.404464,35.381804
-95.404687,35.381713
-95.404687,35.381507
-95.404185,35.380911
-95.404129,35.379996
-95.404213,35.379813
-95.404464,35.379790
-95.405387,35.380156
-95.405918,35.380088
-95.406169,35.379950
-95.406085,35.379790
-95.405191,35.379492
-95.404632,35.379218
-95.404325,35.378943
-95.404241,35.378668
-95.404130,35.378531
-95.404130,35.378371
-95.403990,35.378279
-95.403990,35.378142
-95.403934,35.378050
-95.403934,35.377730
-95.404214,35.377478
-95.404214,35.377203
-95.403516,35.376448
-95.403516,35.376196
-95.403879,35.375692
-95.403935,35.375484
-95.403673,35.375097
-95.403522,35.374757
-95.403522,35.374505
-95.403774,35.374276
-95.403941,35.374345
-95.404193,35.374551
-95.404556,35.374551
-95.404752,35.374436
-95.404808,35.374276
-95.404808,35.373292
-95.404668,35.372925
-95.404697,35.372513
-95.405088,35.372124
-95.405172,35.371896
-95.405395,35.371941
-95.405563,35.372033
-95.405647,35.372147
-95.405731,35.372193
-95.405842,35.372491
-95.405954,35.372697
-95.406261,35.373773
-95.406261,35.374528
-95.406373,35.374642
-95.406708,35.374642
-95.406848,35.373658
-95.406960,35.373567
-95.407044,35.373452
-95.407295,35.373132
-95.407407,35.372789
-95.407407,35.372400
-95.407296,35.372308
-95.407240,35.372102
-95.407044,35.371873
-95.406905,35.371507
-95.406793,35.371232
-95.406765,35.370774
-95.406597,35.370591
-95.406570,35.370294
-95.406598,35.369904
-95.407045,35.369996
-95.407268,35.370111
-95.407771,35.370317
-95.408246,35.370591
-95.408581,35.370569
-95.409057,35.370317
-95.409280,35.370340
-95.409308,35.371118
-95.409447,35.371645
-95.409587,35.371805
-95.409699,35.372492
-95.409894,35.372698
-95.410397,35.372972
-95.411431,35.372721
-95.412214,35.372629
-95.412298,35.372584
-95.412354,35.372309
-95.412465,35.372286
-95.412577,35.372080
-95.412941,35.371737
-95.413444,35.371599
-95.413863,35.371645
-95.414590,35.371714
-95.415345,35.371943
-95.415512,35.372309
-95.415456,35.372836
-95.415261,35.373065
-95.414925,35.373293
-95.414842,35.373362
-95.414282,35.373637
-95.413555,35.373751
-95.413443,35.373866
-95.413415,35.374620
-95.413583,35.374712
-95.413538,35.375097
-95.413185,35.375474
-95.413185,35.375577
-95.413549,35.375946
-95.413660,35.376152
-95.413660,35.376862
-95.413576,35.376999
-95.412682,35.377571
-95.412710,35.377732
-95.413101,35.378052
-95.413101,35.378602
-95.412625,35.378830
-95.412961,35.379998
-95.413436,35.379883
-95.413631,35.379792
-95.414442,35.379792
-95.414554,35.379747
-95.414498,35.379426
-95.414442,35.379357
-95.414358,35.379083
-95.414274,35.379014
-95.414358,35.378716
-95.414470,35.378533
-95.414498,35.377961
-95.414722,35.377778
-95.415057,35.377618
-95.415226,35.376496
-95.415701,35.375993
-95.416009,35.375878
-95.416763,35.375833
-95.417183,35.375627
-95.417602,35.375650
-95.417853,35.375810
-95.418580,35.375903
-95.419055,35.376200
-95.419083,35.376475
-95.418692,35.377024
-95.418272,35.377367
-95.418188,35.377551
-95.418160,35.377619
-95.418831,35.377757
-95.419753,35.377619
-95.420173,35.377665
-95.420340,35.377757
-95.420256,35.378054
-95.419893,35.378604
-95.419865,35.378741
-95.420536,35.378787
-95.420480,35.379176
-95.420396,35.379268
